gene_name,protein_id,Protein.Description,LipidProbe,sample,logFC,AveExpr,pvalue,hit_annotation
NHP2,Q9NX24,H/ACA ribonucleoprotein complex subunit 2,PE,cytosol,-1.21559865,19.39457024,4.04e-7,no hit
CSTF1,Q05048,Cleavage stimulation factor subunit 1,PE,cytosol,-1.088868445,18.55965763,4.07e-7,no hit
REXO2,Q9Y3B8,"Oligoribonuclease, mitochondrial",PE,cytosol,-1.704603757,20.07557014,4.09e-7,no hit
FAM98B,Q52LJ0,Protein FAM98B,PE,cytosol,-1.0463445,18.33160113,4.28e-7,no hit
RPL22,P35268,60S ribosomal protein L22,PE,cytosol,-1.805992535,22.09905177,4.53e-7,no hit
POLR2A,P24928,DNA-directed RNA polymerase II subunit RPB1,PE,cytosol,-0.921254509,20.53026942,4.59e-7,no hit
TRAFD1,O14545,TRAF-type zinc finger domain-containing protein 1,PE,cytosol,-1.713753337,17.13176098,4.61e-7,no hit
SEC31A,O94979,Protein transport protein Sec31A,PE,cytosol,-0.793672674,22.41775171,4.62e-7,no hit
RNASEH2B,Q5TBB1,Ribonuclease H2 subunit B,PE,cytosol,-1.37308215,19.68253147,4.72e-7,no hit
DUT,P33316,"Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial",PE,cytosol,-1.589269864,20.24030306,4.8e-7,no hit
RANBP3,Q9H6Z4,Ran-binding protein 3,PE,cytosol,-1.399304318,19.7885465,4.84e-7,no hit
POLA2,Q14181,DNA polymerase alpha subunit B,PE,cytosol,-0.814135063,19.49871813,5.03e-7,no hit
IGF2BP3,O00425,Insulin-like growth factor 2 mRNA-binding protein 3,PE,cytosol,-0.94096641,21.17083493,5.3e-7,no hit
CSNK2B,P67870,Casein kinase II subunit beta,PE,cytosol,-1.08635851,20.67873079,5.34e-7,no hit
LUC7L,Q9NQ29,Putative RNA-binding protein Luc7-like 1,PE,cytosol,-0.96916103,18.85670488,5.52e-7,no hit
AGL,P35573,Glycogen debranching enzyme,PE,cytosol,-1.166719642,23.33939652,5.55e-7,no hit
CDK2,P24941,Cyclin-dependent kinase 2,PE,cytosol,-1.407093937,20.82936053,5.78e-7,no hit
PKN2,Q16513,Serine/threonine-protein kinase N2,PE,cytosol,-1.002950879,21.13246689,5.86e-7,no hit
ACO1,P21399,Cytoplasmic aconitate hydratase,PE,cytosol,-1.407114394,23.51749595,5.91e-7,no hit
ACAT2,Q9BWD1,"Acetyl-CoA acetyltransferase, cytosolic",PE,cytosol,-1.154179327,21.43428902,6.32e-7,no hit
CWF19L1,Q69YN2,CWF19-like protein 1,PE,cytosol,-1.086670448,17.26885749,6.39e-7,no hit
UBE2E1,P51965,Ubiquitin-conjugating enzyme E2 E1,PE,cytosol,-1.318849493,20.460892779999998,6.55e-7,no hit
NUP160,Q12769,Nuclear pore complex protein Nup160,PE,cytosol,-1.073863571,18.8203886,6.67e-7,no hit
COPS4,Q9BT78,COP9 signalosome complex subunit 4,PE,cytosol,-0.989831437,22.31296651,7.03e-7,no hit
CUTA,O60888,Protein CutA,PE,cytosol,-1.510421623,21.35301459,7.11e-7,no hit
PTPN12,Q05209,Tyrosine-protein phosphatase non-receptor type 12,PE,cytosol,-1.643210408,18.60030137,7.3e-7,no hit
AHNAK,Q09666,Neuroblast differentiation-associated protein AHNAK,PE,cytosol,-1.489045048,23.3922989,7.39e-7,no hit
ATP6V1B2,P21281,"V-type proton ATPase subunit B, brain isoform",PE,cytosol,-1.201257404,17.8349987,7.52e-7,no hit
OGA,O60502,Protein O-GlcNAcase,PE,cytosol,-1.122280949,23.11134263,7.69e-7,no hit
HPD,P32754,4-hydroxyphenylpyruvate dioxygenase,PE,cytosol,-1.43736007,23.86705303,7.9e-7,no hit
IGBP1,P78318,Immunoglobulin-binding protein 1,PE,cytosol,-1.641874554,19.63139127,7.94e-7,no hit
DCTPP1,Q9H773,dCTP pyrophosphatase 1,PE,cytosol,-1.174103598,20.62642557,8.02e-7,no hit
TNKS1BP1,Q9C0C2,182 kDa tankyrase-1-binding protein,PE,cytosol,-1.18873047,20.54298075,8.26e-7,no hit
PPP6R1,Q9UPN7,Serine/threonine-protein phosphatase 6 regulatory subunit 1,PE,cytosol,-1.456005665,19.69835967,8.68e-7,no hit
TCERG1,O14776,Transcription elongation regulator 1,PE,cytosol,-0.902052559,19.77074491,8.78e-7,no hit
G3BP2,Q9UN86,Ras GTPase-activating protein-binding protein 2,PE,cytosol,-1.456692176,20.44845932,8.88e-7,no hit
PPP3CA,Q08209,Protein phosphatase 3 catalytic subunit alpha,PE,cytosol,-1.141139198,21.78963659,8.96e-7,no hit
COPS6,Q7L5N1,COP9 signalosome complex subunit 6,PE,cytosol,-0.991106433,21.76453229,9.16e-7,no hit
CAPRIN1,Q14444,Caprin-1,PE,cytosol,-1.636607401,21.59086787,9.2e-7,no hit
TUBB3,Q13509,Tubulin beta-3 chain,PE,cytosol,-2.129627283,21.68267994,9.33e-7,no hit
SF3B2,Q13435,Splicing factor 3B subunit 2,PE,cytosol,-1.034970031,20.40233427,9.92e-7,no hit
ASCC3,Q8N3C0,Activating signal cointegrator 1 complex subunit 3,PE,cytosol,-1.337777506,18.18527817,1.06e-6,no hit
VARS1,P26640,Valine--tRNA ligase,PE,cytosol,-0.807868769,24.41506977,1.07e-6,no hit
HNRNPC,P07910,Heterogeneous nuclear ribonucleoproteins C1/C2,PE,cytosol,-0.876821466,22.27577987,1.09e-6,no hit
GEMIN4,P57678,Gem-associated protein 4,PE,cytosol,-0.934016287,20.80570775,1.11e-6,no hit
RAB1B,Q9H0U4,Ras-related protein Rab-1B,PE,cytosol,-1.245393193,19.94151361,1.11e-6,no hit
HSPA8,P11142,Heat shock cognate 71 kDa protein,PE,cytosol,-1.084990712,26.24590165,1.12e-6,no hit
GOT1,P17174,"Aspartate aminotransferase, cytoplasmic",PE,cytosol,-1.433907338,24.00270041,1.13e-6,no hit
EPPK1,P58107,Epiplakin,PE,cytosol,-1.116649963,22.35556489,1.2e-6,no hit
SHTN1,A0MZ66,Shootin-1,PE,cytosol,-1.420327116,18.7387362,1.2e-6,no hit
SYNCRIP,O60506,Heterogeneous nuclear ribonucleoprotein Q,PE,cytosol,-0.825810987,24.16828037,1.22e-6,no hit
POLE3,Q9NRF9,DNA polymerase epsilon subunit 3,PE,cytosol,-1.317658154,17.50435695,1.24e-6,no hit
RAN,P62826,GTP-binding nuclear protein Ran,PE,cytosol,-1.22629481,25.22727707,1.24e-6,no hit
CLTC,Q00610,Clathrin heavy chain 1,PE,cytosol,-0.996437048,26.28253585,1.24e-6,no hit
LCMT1,Q9UIC8,Leucine carboxyl methyltransferase 1,PE,cytosol,-1.142851214,18.81449079,1.24e-6,no hit
GABPA,Q06546,GA-binding protein alpha chain,PE,cytosol,-1.345934653,18.81488538,1.3e-6,no hit
PPAT,Q06203,Amidophosphoribosyltransferase,PE,cytosol,-1.346793528,21.62518396,1.35e-6,no hit
ZNRD2,O60232,Protein ZNRD2,PE,cytosol,-1.772115751,16.99181114,1.37e-6,no hit
LRBA,P50851,Lipopolysaccharide-responsive and beige-like anchor protein,PE,cytosol,-1.26648285,20.19286952,1.38e-6,no hit
NUP107,P57740,Nuclear pore complex protein Nup107,PE,cytosol,-1.003602524,18.99023165,1.4e-6,no hit
ARL3,P36405,ADP-ribosylation factor-like protein 3,PE,cytosol,-1.746676304,18.58836858,1.42e-6,no hit
PSMC6,P62333,26S proteasome regulatory subunit 10B,PE,cytosol,-1.293606196,23.46557139,1.43e-6,no hit
TRIM21,P19474,E3 ubiquitin-protein ligase TRIM21,PE,cytosol,-1.13764634,17.89257772,1.45e-6,no hit
PGGT1B,P53609,Geranylgeranyl transferase type-1 subunit beta,PE,cytosol,-1.427015993,18.52485506,1.45e-6,no hit
DIMT1,Q9UNQ2,Probable dimethyladenosine transferase,PE,cytosol,-0.877630193,18.91457135,1.48e-6,no hit
CSTB,P04080,Cystatin-B,PE,cytosol,-1.426749142,20.35233603,1.49e-6,no hit
YTHDF3,Q7Z739,YTH domain-containing family protein 3,PE,cytosol,-1.196774097,20.29580983,1.51e-6,no hit
CNN2,Q99439,Calponin-2,PE,cytosol,-1.328461313,19.57624035,1.65e-6,no hit
SNRPA1,P09661,U2 small nuclear ribonucleoprotein A',PE,cytosol,-1.088936972,19.52314832,1.67e-6,no hit
ARPC4,P59998,Actin-related protein 2/3 complex subunit 4,PE,cytosol,-1.978333983,20.70265163,1.67e-6,no hit
DNPH1,O43598,2'-deoxynucleoside 5'-phosphate N-hydrolase 1,PE,cytosol,-1.506429037,20.86476837,1.72e-6,no hit
BLVRA,P53004,Biliverdin reductase A,PE,cytosol,-1.376317992,21.52889697,1.83e-6,no hit
PEBP1,P30086,Phosphatidylethanolamine-binding protein 1,PE,cytosol,-1.758208503,21.5781171,1.87e-6,no hit
PRKACB,P22694,cAMP-dependent protein kinase catalytic subunit beta,PE,cytosol,-0.989736897,22.37010969,1.87e-6,no hit
SNRPB,P14678,Small nuclear ribonucleoprotein-associated proteins B and B',PE,cytosol,-1.437311321,20.3903168,1.95e-6,no hit
RPS18,P62269,40S ribosomal protein S18,PE,cytosol,-1.557754051,24.5372557,1.96e-6,no hit
POP1,Q99575,Ribonucleases P/MRP protein subunit POP1,PE,cytosol,-0.972004964,19.9467089,2.06e-6,no hit
RNF114,Q9Y508,E3 ubiquitin-protein ligase RNF114,PE,cytosol,-1.393788922,15.52891985,2.14e-6,no hit
SMC3,Q9UQE7,Structural maintenance of chromosomes protein 3,PE,cytosol,-0.972311429,17.99686766,2.2e-6,no hit
PPP2R2A,P63151,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform,PE,cytosol,-1.230381143,22.23774718,2.2e-6,no hit
RPL26,P61254,60S ribosomal protein L26,PE,cytosol,-1.622709072,24.08318616,2.25e-6,no hit
FBXO7,Q9Y3I1,F-box only protein 7,PE,cytosol,-1.396366214,18.56739407,2.26e-6,no hit
TOE1,Q96GM8,Target of EGR1 protein 1,PE,cytosol,-1.112731562,18.60732561,2.29e-6,no hit
CSE1L,P55060,Exportin-2,PE,cytosol,-0.928638561,25.394106,2.36e-6,no hit
H2BC12,O60814,Histone H2B type 1-K,PE,cytosol,-1.494556164,22.1702123,2.39e-6,no hit
SF3A1,Q15459,Splicing factor 3A subunit 1,PE,cytosol,-0.870689774,17.9493343,2.4e-6,no hit
USP10,Q14694,Ubiquitin carboxyl-terminal hydrolase 10,PE,cytosol,-0.969065549,21.08870496,2.42e-6,no hit
HUWE1,Q7Z6Z7,E3 ubiquitin-protein ligase HUWE1,PE,cytosol,-1.059872993,24.26706386,2.67e-6,no hit
INTS3,Q68E01,Integrator complex subunit 3,PE,cytosol,-0.91288558,18.58168782,2.73e-6,no hit
PPP1CA,P62136,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit,PE,cytosol,-0.749249146,22.85638974,2.79e-6,no hit
CAMSAP2,Q08AD1,Calmodulin-regulated spectrin-associated protein 2,PE,cytosol,-1.069005819,17.5815579,2.83e-6,no hit
PSMA3,P25788,Proteasome subunit alpha type-3,PE,cytosol,-1.085546755,23.78954498,2.88e-6,no hit
AK6,Q9Y3D8,Adenylate kinase isoenzyme 6,PE,cytosol,-1.31308752,20.52667894,2.96e-6,no hit
FXR2,P51116,RNA-binding protein FXR2,PE,cytosol,-1.240679024,19.97651322,3.04e-6,no hit
HAT1,O14929,Histone acetyltransferase type B catalytic subunit,PE,cytosol,-1.081325527,23.52290853,3.06e-6,no hit
WDR77,Q9BQA1,Methylosome protein 50,PE,cytosol,-1.071066402,20.70098251,3.13e-6,no hit
CDKN2A,P42771,Cyclin-dependent kinase inhibitor 2A,PE,cytosol,-1.341489382,18.1112771,3.24e-6,no hit
ANKRD17,O75179,Ankyrin repeat domain-containing protein 17,PE,cytosol,-1.366177948,20.26906399,3.29e-6,no hit
TFG,Q92734,Protein TFG,PE,cytosol,-1.71196738,21.53130472,3.31e-6,no hit
FUBP3,Q96I24,Far upstream element-binding protein 3,PE,cytosol,-0.878182348,19.12599476,3.33e-6,no hit
AFAP1,Q8N556,Actin filament-associated protein 1,PE,cytosol,-0.877887742,18.63589333,3.35e-6,no hit
ALYREF,Q86V81,THO complex subunit 4,PE,cytosol,-1.413025627,20.65740516,3.45e-6,no hit
GLO1,Q04760,Lactoylglutathione lyase,PE,cytosol,-1.424910939,22.84495498,3.48e-6,no hit
PAPOLA,P51003,Poly(A) polymerase alpha,PE,cytosol,-0.755523595,19.86480576,3.67e-6,no hit
CLTB,P09497,Clathrin light chain B,PE,cytosol,-1.21840129,19.75328922,3.72e-6,no hit
COPS5,Q92905,COP9 signalosome complex subunit 5,PE,cytosol,-0.93918819,20.90259383,3.87e-6,no hit
HPCAL1,P37235,Hippocalcin-like protein 1,PE,cytosol,-1.156554879,20.1179838,3.88e-6,no hit
LGALS3,P17931,Galectin-3,PE,cytosol,-0.752030802,22.22936659,3.92e-6,no hit
CPS1,P31327,"Carbamoyl-phosphate synthase [ammonia], mitochondrial",PE,cytosol,-0.870982842,20.78778193,4.06e-6,no hit
DDX46,Q7L014,Probable ATP-dependent RNA helicase DDX46,PE,cytosol,-0.983929338,21.10806146,4.28e-6,no hit
TBC1D13,Q9NVG8,TBC1 domain family member 13,PE,cytosol,-1.258755307,20.07172722,4.39e-6,no hit
H3-3B,P84243,Histone H3.3,PE,cytosol,-1.025795374,23.017052670000002,4.43e-6,no hit
VCP,P55072,Transitional endoplasmic reticulum ATPase,PE,cytosol,-1.051385354,24.68495067,4.9e-6,no hit
BYSL,Q13895,Bystin,PE,cytosol,-1.287723832,20.79435392,4.92e-6,no hit
CORO1C,Q9ULV4,Coronin-1C,PE,cytosol,-0.956494607,20.90525685,5.04e-6,no hit
PTGES3,Q15185,Prostaglandin E synthase 3,PE,cytosol,-1.179869356,22.49338066,5.14e-6,no hit
CDC73,Q6P1J9,Parafibromin,PE,cytosol,-1.191120694,18.60653085,5.16e-6,no hit
SRSF2,Q01130,Serine/arginine-rich splicing factor 2,PE,cytosol,-0.926285793,18.97209111,5.35e-6,no hit
TXN,P10599,Thioredoxin,PE,cytosol,-1.317838509,22.16289996,5.42e-6,no hit
MSH2,P43246,DNA mismatch repair protein Msh2,PE,cytosol,-0.846245658,21.11813786,5.51e-6,no hit
TUBGCP2,Q9BSJ2,Gamma-tubulin complex component 2,PE,cytosol,-1.173933893,17.8415449,5.6e-6,no hit
ELOC,Q15369,Elongin-C,PE,cytosol,-1.009746654,21.2954091,5.61e-6,no hit
CNBP,P62633,CCHC-type zinc finger nucleic acid binding protein,PE,cytosol,-1.292302241,20.11134808,5.62e-6,no hit
GINS1,Q14691,DNA replication complex GINS protein PSF1,PE,cytosol,-1.042911894,18.78444097,5.63e-6,no hit
DUSP23,Q9BVJ7,Dual specificity protein phosphatase 23,PE,cytosol,-0.986926997,19.25243483,5.86e-6,no hit
NFKB2,Q00653,Nuclear factor NF-kappa-B p100 subunit,PE,cytosol,-1.586562778,18.82280345,5.94e-6,no hit
TUBB8,Q3ZCM7,Tubulin beta-8 chain,PE,cytosol,-1.471046656,17.98050895,6.13e-6,no hit
RPL35,P42766,60S ribosomal protein L35,PE,cytosol,-1.922876851,22.65066178,6.15e-6,no hit
H1-2,P16403,Histone H1.2,PE,cytosol,-1.311134792,21.32055871,6.3e-6,no hit
H4C16,P62805,Histone H4,PE,cytosol,-1.259079038,22.07533112,6.48e-6,no hit
COPS2,P61201,COP9 signalosome complex subunit 2,PE,cytosol,-0.910636672,21.80613453,6.66e-6,no hit
TLE3,Q04726,Transducin-like enhancer protein 3,PE,cytosol,-0.75957511,21.60260428,6.8e-6,no hit
ATL3,Q6DD88,Atlastin-3,PE,cytosol,-0.866952675,16.04777316,6.84e-6,no hit
SF3B3,Q15393,Splicing factor 3B subunit 3,PE,cytosol,-0.704712022,21.89458361,6.92e-6,no hit
PES1,O00541,Pescadillo homolog,PE,cytosol,-0.88521362,20.35294461,6.95e-6,no hit
CNOT1,A5YKK6,CCR4-NOT transcription complex subunit 1,PE,cytosol,-0.70639804,20.96351362,6.99e-6,no hit
DHX30,Q7L2E3,ATP-dependent RNA helicase DHX30,PE,cytosol,-1.122404746,18.67422493,7.06e-6,no hit
CLTA,P09496,Clathrin light chain A,PE,cytosol,-0.837779983,21.8463311,7.18e-6,no hit
LDHB,P07195,L-lactate dehydrogenase B chain,PE,cytosol,-2.005120716,25.6381524,7.24e-6,no hit
ZFYVE16,Q7Z3T8,Zinc finger FYVE domain-containing protein 16,PE,cytosol,-1.102402579,19.22438359,7.32e-6,no hit
EIF3I,Q13347,Eukaryotic translation initiation factor 3 subunit I,PE,cytosol,-1.387512159,21.30613443,7.46e-6,no hit
DDX5,P17844,Probable ATP-dependent RNA helicase DDX5,PE,cytosol,-0.888716729,23.74597426,7.73e-6,no hit
SAR1A,Q9NR31,GTP-binding protein SAR1a,PE,cytosol,-1.746112765,21.16171012,7.83e-6,no hit
RAP1GDS1,P52306,Rap1 GTPase-GDP dissociation stimulator 1,PE,cytosol,-1.287159309,20.64870964,8.23e-6,no hit
PAFAH1B2,P68402,Platelet-activating factor acetylhydrolase IB subunit alpha2,PE,cytosol,-1.387299782,20.23790367,8.9e-6,no hit
SPAG9,O60271,C-Jun-amino-terminal kinase-interacting protein 4,PE,cytosol,-0.832751533,20.63267746,9.38e-6,no hit
PARP1,P09874,Poly [ADP-ribose] polymerase 1,PE,cytosol,-0.936857378,24.06031062,9.65e-6,no hit
FAF1,Q9UNN5,FAS-associated factor 1,PE,cytosol,-0.887782301,22.06313446,9.66e-6,no hit
NAGK,Q9UJ70,N-acetyl-D-glucosamine kinase,PE,cytosol,-1.170627158,17.34698115,9.7e-6,no hit
ST13,P50502,Hsc70-interacting protein,PE,cytosol,-1.486464738,23.18893821,9.79e-6,no hit
NME1,P15531,Nucleoside diphosphate kinase A,PE,cytosol,-2.251820806,20.29549507,1.02e-5,no hit
DHX29,Q7Z478,ATP-dependent RNA helicase DHX29,PE,cytosol,-1.470299486,18.39051453,1.09e-5,no hit
LARP4B,Q92615,La-related protein 4B,PE,cytosol,-1.248173949,20.21923766,1.11e-5,no hit
SRP9,P49458,Signal recognition particle 9 kDa protein,PE,cytosol,-1.058353831,20.10783163,1.12e-5,no hit
SHCBP1,Q8NEM2,SHC SH2 domain-binding protein 1,PE,cytosol,-0.882390623,18.66648706,1.12e-5,no hit
ACTN1,P12814,Alpha-actinin-1,PE,cytosol,-0.906633243,23.32412462,1.13e-5,no hit
DCK,P27707,Deoxycytidine kinase,PE,cytosol,-1.197963073,20.763663909999998,1.18e-5,no hit
IFI16,Q16666,Gamma-interferon-inducible protein 16,PE,cytosol,-0.96076973,19.42393079,1.2e-5,no hit
EIF4G2,P78344,Eukaryotic translation initiation factor 4 gamma 2,PE,cytosol,-1.00060289,23.2306025,1.28e-5,no hit
RPS24,P62847,40S ribosomal protein S24,PE,cytosol,-1.729882807,22.6285941,1.29e-5,no hit
RPL9P9,P32969,60S ribosomal protein L9,PE,cytosol,-1.623567398,22.87808066,1.3e-5,no hit
HDGF,P51858,Hepatoma-derived growth factor,PE,cytosol,-1.36653285,20.96342345,1.3e-5,no hit
EEFSEC,P57772,Selenocysteine-specific elongation factor,PE,cytosol,-0.814913258,19.45842468,1.32e-5,no hit
SNRNP70,P08621,U1 small nuclear ribonucleoprotein 70 kDa,PE,cytosol,-1.376375639,19.07081783,1.34e-5,no hit
SELENBP1,Q13228,Methanethiol oxidase,PE,cytosol,-1.35184699,21.26685987,1.36e-5,no hit
POLR2H,P52434,"DNA-directed RNA polymerases I, II, and III subunit RPABC3",PE,cytosol,-1.47277966,17.57389124,1.42e-5,no hit
NACA,E9PAV3,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form",PE,cytosol,-1.3781953,18.72541815,1.5e-5,no hit
NXN,Q6DKJ4,Nucleoredoxin,PE,cytosol,-1.138709471,19.99205571,1.54e-5,no hit
NUP133,Q8WUM0,Nuclear pore complex protein Nup133,PE,cytosol,-0.878518815,18.84237063,1.56e-5,no hit
FUBP1,Q96AE4,Far upstream element-binding protein 1,PE,cytosol,-0.774334781,22.8592908,1.65e-5,no hit
EEF1B2,P24534,Elongation factor 1-beta,PE,cytosol,-1.186222983,22.92635242,1.69e-5,no hit
NUTF2,P61970,Nuclear transport factor 2,PE,cytosol,-1.365501776,20.90797436,1.7e-5,no hit
SNRNP200,O75643,U5 small nuclear ribonucleoprotein 200 kDa helicase,PE,cytosol,-0.867183208,20.74558179,1.73e-5,no hit
MACF1,Q9UPN3,"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/4/5",PE,cytosol,-1.025880019,18.91783804,1.81e-5,no hit
CRIP1,P50238,Cysteine-rich protein 1,PE,cytosol,-1.315847214,20.52017011,1.88e-5,no hit
NCBP1,Q09161,Nuclear cap-binding protein subunit 1,PE,cytosol,-0.712850315,20.44534313,1.98e-5,no hit
TNPO1,Q92973,Transportin-1,PE,cytosol,-0.797840589,24.47658004,2.09e-5,no hit
PELO,Q9BRX2,Protein pelota homolog,PE,cytosol,-1.486024494,19.66351946,2.1e-5,no hit
GIGYF2,Q6Y7W6,GRB10-interacting GYF protein 2,PE,cytosol,-1.215341063,19.08614233,2.21e-5,no hit
USP39,Q53GS9,U4/U6.U5 tri-snRNP-associated protein 2,PE,cytosol,-0.896936968,18.03117612,2.3e-5,no hit
HNRNPU,Q00839,Heterogeneous nuclear ribonucleoprotein U,PE,cytosol,-0.871859084,25.5739374,2.38e-5,no hit
MAGEA1,P43355,Melanoma-associated antigen 1,PE,cytosol,-0.780868561,20.11253265,2.41e-5,no hit
UCHL3,P15374,Ubiquitin carboxyl-terminal hydrolase isozyme L3,PE,cytosol,-0.982607389,20.12111845,2.46e-5,no hit
EPS8L2,Q9H6S3,Epidermal growth factor receptor kinase substrate 8-like protein 2,PE,cytosol,-1.083699317,19.47618206,2.56e-5,no hit
FBL,P22087,rRNA 2'-O-methyltransferase fibrillarin,PE,cytosol,-0.932754666,19.34403788,2.66e-5,no hit
DDX23,Q9BUQ8,Probable ATP-dependent RNA helicase DDX23,PE,cytosol,-0.825475304,20.21202865,2.95e-5,no hit
SETD7,Q8WTS6,Histone-lysine N-methyltransferase SETD7,PE,cytosol,-1.25826536,19.28701834,2.98e-5,no hit
TARDBP,Q13148,TAR DNA-binding protein 43,PE,cytosol,-1.077883966,18.67773583,3.14e-5,no hit
TWF2,Q6IBS0,Twinfilin-2,PE,cytosol,-1.937388041,19.7930279,3.15e-5,no hit
FHL2,Q14192,Four and a half LIM domains protein 2,PE,cytosol,-0.92553532,20.51991471,3.17e-5,no hit
EPS15,P42566,Epidermal growth factor receptor substrate 15,PE,cytosol,-1.089475732,18.8811615,3.18e-5,no hit
COPS3,Q9UNS2,COP9 signalosome complex subunit 3,PE,cytosol,-1.002278989,21.21435112,3.19e-5,no hit
ABR,Q12979,Active breakpoint cluster region-related protein,PE,cytosol,-1.128104861,17.87719831,3.26e-5,no hit
GTPBP4,Q9BZE4,GTP-binding protein 4,PE,cytosol,-0.57279136,18.3070827,3.28e-5,no hit
RPS15,P62841,40S ribosomal protein S15,PE,cytosol,-1.599551039,22.6851676,3.29e-5,no hit
RPS23,P62266,40S ribosomal protein S23,PE,cytosol,-1.629088492,23.80776413,3.43e-5,no hit
PAK4,O96013,Serine/threonine-protein kinase PAK 4,PE,cytosol,-1.032704991,20.37826451,3.52e-5,no hit
KPNA4,O00629,Importin subunit alpha-3,PE,cytosol,-0.673490108,21.06038857,3.81e-5,no hit
EMG1,Q92979,Ribosomal RNA small subunit methyltransferase NEP1,PE,cytosol,-0.97799012,21.14025296,3.84e-5,no hit
ACTC1,P68032,"Actin, alpha cardiac muscle 1",PE,cytosol,-1.223345212,22.36562028,4.19e-5,no hit
DPP3,Q9NY33,Dipeptidyl peptidase 3,PE,cytosol,-1.318069171,24.05318189,4.25e-5,no hit
C8orf33,Q9H7E9,UPF0488 protein C8orf33,PE,cytosol,-1.133829491,17.53945313,4.48e-5,no hit
RPL29,P47914,60S ribosomal protein L29,PE,cytosol,-2.226624556,22.60330226,4.48e-5,no hit
AKAP13,Q12802,A-kinase anchor protein 13,PE,cytosol,-1.39859959,18.24459957,4.59e-5,no hit
RIOK1,Q9BRS2,Serine/threonine-protein kinase RIO1,PE,cytosol,-1.343093787,19.10889548,4.67e-5,no hit
COPE,O14579,Coatomer subunit epsilon,PE,cytosol,-1.092322711,19.64490207,4.83e-5,no hit
JMJD6,Q6NYC1,Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6,PE,cytosol,-0.92829386,20.24009276,4.95e-5,no hit
TAF15,Q92804,TATA-binding protein-associated factor 2N,PE,cytosol,-1.316782719,18.26239122,4.96e-5,no hit
PSME1,Q06323,Proteasome activator complex subunit 1,PE,cytosol,-1.356930133,21.94470473,5.19e-5,no hit
HTATSF1,O43719,HIV Tat-specific factor 1,PE,cytosol,-0.881229426,21.3455506,5.46e-5,no hit
DDX17,Q92841,Probable ATP-dependent RNA helicase DDX17,PE,cytosol,-0.824793002,21.84513897,5.67e-5,no hit
S100A6,P06703,Protein S100-A6,PE,cytosol,-1.402471168,24.04259859,5.68e-5,no hit
TMOD3,Q9NYL9,Tropomodulin-3,PE,cytosol,-1.381181547,19.39640896,5.82e-5,no hit
NMRAL1,Q9HBL8,NmrA-like family domain-containing protein 1,PE,cytosol,-1.220757611,18.5003504,5.85e-5,no hit
MCM5,P33992,DNA replication licensing factor MCM5,PE,cytosol,-0.799411079,24.08372186,5.93e-5,no hit
ANXA2,P07355,Annexin A2,PE,cytosol,-1.339169367,24.59561964,6.11e-5,no hit
PSMB6,P28072,Proteasome subunit beta type-6,PE,cytosol,-0.931115449,22.38068996,6.19e-5,no hit
MEMO1,Q9Y316,Protein MEMO1,PE,cytosol,-1.288979294,18.77375988,6.29e-5,no hit
NUDCD2,Q8WVJ2,NudC domain-containing protein 2,PE,cytosol,-1.025434263,19.57728954,6.51e-5,no hit
PSME4,Q14997,Proteasome activator complex subunit 4,PE,cytosol,-0.949066216,19.78723787,6.61e-5,no hit
PSME3IP1,Q9GZU8,PSME3-interacting protein,PE,cytosol,-1.063309859,19.50587137,6.82e-5,no hit
EFHD2,Q96C19,EF-hand domain-containing protein D2,PE,cytosol,-0.909472769,17.84607616,6.97e-5,no hit
DCPS,Q96C86,m7GpppX diphosphatase,PE,cytosol,-1.249682465,20.80600182,7.21e-5,no hit
WDR6,Q9NNW5,WD repeat-containing protein 6,PE,cytosol,-0.932483246,17.67581924,7.41e-5,no hit
PPP1CB,P62140,Serine/threonine-protein phosphatase PP1-beta catalytic subunit,PE,cytosol,-0.59421273,20.71543081,7.54e-5,no hit
RPL31,P62899,60S ribosomal protein L31,PE,cytosol,-1.623421856,22.98458515,7.74e-5,no hit
HNRNPF,P52597,Heterogeneous nuclear ribonucleoprotein F,PE,cytosol,-0.725392569,22.91160925,8.96e-5,no hit
